,x,y,z
12.692,-1.243306033,-2.553508191,19.39207152
12.693,-1.236793056,-2.572946008,19.36291875
12.694,-1.255684965,-2.550432643,19.29743343
12.695,-1.260047685,-2.589358385,19.25475709
12.696,-1.292063095,-2.562027402,19.20187509
12.697,-1.301054848,-2.582734421,19.16289361
12.698,-1.290726854,-2.595043649,19.10154855
12.699,-1.319911931,-2.606427993,19.04841491
12.7,-1.329702359,-2.618741522,19.01837761
12.701,-1.343074755,-2.635121361,18.95568226
12.702,-1.362137574,-2.649383138,18.92846172
12.703,-1.374657976,-2.642606986,18.86310955
12.704,-1.379277173,-2.665959909,18.82973414
12.705,-1.389302514,-2.659917842,18.78305835
12.706,-1.409786936,-2.669296136,18.7362216
12.707,-1.406254169,-2.684425737,18.68415337
12.708,-1.414520125,-2.688841386,18.6525252
12.709,-1.447403601,-2.718786988,18.5913718
12.71,-1.462930123,-2.727841422,18.55259545
12.711,-1.474623271,-2.72894102,18.51362485
12.712,-1.483026432,-2.753637547,18.45883644
12.713,-1.490072613,-2.749078661,18.40486671
12.714,-1.492720511,-2.767756996,18.35645432
12.715,-1.512591747,-2.76160636,18.32560223
12.716,-1.518585731,-2.821936051,18.30032528
12.717,-1.560344749,-2.792378768,18.23044109
12.718,-1.539716338,-2.821517228,18.19120478
12.719,-1.565781684,-2.847410545,18.16646939
12.72,-1.590734723,-2.848308534,18.10070226
12.721,-1.602390579,-2.846615333,18.06844077
12.722,-1.588166591,-2.871174873,18.00885749
12.723,-1.620648549,-2.877896167,17.97558906
12.724,-1.63793736,-2.910397424,17.93106194
12.725,-1.644259613,-2.917690706,17.8999122
12.726,-1.645608447,-2.920224442,17.83951444
12.727,-1.68380938,-2.945565105,17.80242229
12.728,-1.694581093,-2.948296473,17.76225626
12.729,-1.70365788,-2.962261482,17.71100308
12.73,-1.714704028,-2.971222615,17.6842172
12.731,-1.723802887,-2.996629327,17.63326536
12.732,-1.744198304,-2.981297855,17.5949625
12.733,-1.754752573,-3.031620564,17.53793793
12.734,-1.77691489,-3.024103965,17.50289327
12.735,-1.75911136,-3.053088734,17.46327101
12.736,-1.786684745,-3.083255243,17.41637254
12.737,-1.78540094,-3.076294905,17.38915897
12.738,-1.808061132,-3.099483824,17.33314722
12.739,-1.821925716,-3.124802949,17.29407504
12.74,-1.842165634,-3.156551986,17.26452678
12.741,-1.853363415,-3.154223658,17.21016522
12.742,-1.860209241,-3.186778079,17.1834238
12.743,-1.886877481,-3.182638936,17.14331916
12.744,-1.900607626,-3.189068684,17.11532029
12.745,-1.9268144,-3.223547928,17.05893689
12.746,-1.904944735,-3.246495821,17.02600262
12.747,-1.918485075,-3.252202352,16.99905662
12.748,-1.948075145,-3.270509569,16.95146211
12.749,-1.949013264,-3.278753589,16.91271411
12.75,-1.964165025,-3.321231468,16.88413379
12.751,-1.987101931,-3.323335077,16.84131413
12.752,-1.993847454,-3.344806141,16.78783933
12.753,-1.998964146,-3.369832606,16.76600127
12.754,-2.032127983,-3.397835122,16.72295894
12.755,-2.024241622,-3.40457053,16.67617675
12.756,-2.042114251,-3.428512988,16.65144728
12.757,-2.072791677,-3.451364113,16.60923105
12.758,-2.083009647,-3.462425621,16.57116735
12.759,-2.101135897,-3.471031702,16.53253105
12.76,-2.100372832,-3.505866364,16.49205037
12.761,-2.131545048,-3.523618299,16.46224568
12.762,-2.133324242,-3.541253991,16.41255261
12.763,-2.148789742,-3.568495736,16.37283365
12.764,-2.15726801,-3.591989458,16.36116075
12.765,-2.184225445,-3.608228757,16.33189732
12.766,-2.203669557,-3.629071174,16.29544058
12.767,-2.221172414,-3.642046154,16.24747571
12.768,-2.218215904,-3.670668515,16.20655795
12.769,-2.236658148,-3.696069657,16.1709429
12.77,-2.25466567,-3.727491349,16.13876095
12.771,-2.266336347,-3.755725763,16.1009821
12.772,-2.290437818,-3.768393464,16.07683718
12.773,-2.295334723,-3.792890703,16.03062459
12.774,-2.300687209,-3.824337618,16.00521639
12.775,-2.335513264,-3.84574357,15.96909682
12.776,-2.360572134,-3.863495195,15.94279213
12.777,-2.349635843,-3.902257464,15.90738697
12.778,-2.340703103,-3.927230056,15.86149674
12.779,-2.391122184,-3.938759681,15.84575041
12.78,-2.40479636,-3.962335845,15.78705891
12.781,-2.42154032,-3.995935274,15.77725526
12.782,-2.422999438,-4.019706164,15.72446695
12.783,-2.447984337,-4.016404533,15.72176076
12.784,-2.464416341,-4.066723751,15.6833786
12.785,-2.480108426,-4.086429625,15.64559366
12.786,-2.504055548,-4.113194682,15.61274218
12.787,-2.514081293,-4.156214094,15.56197663
12.788,-2.528448273,-4.162326737,15.55044307
12.789,-2.542771201,-4.17891933,15.53404887
12.79,-2.566356058,-4.218606695,15.50282192
12.791,-2.572447094,-4.251389298,15.44757201
12.792,-2.588310008,-4.298362428,15.41839314
12.793,-2.62424659,-4.311735246,15.39420927
12.794,-2.621785307,-4.343528427,15.36466215
12.795,-2.64103619,-4.385321163,15.3422709
12.796,-2.653010278,-4.406209741,15.30062307
12.797,-2.665648108,-4.424765578,15.26515219
12.798,-2.683660207,-4.463594264,15.25375075
12.799,-2.724734153,-4.494562734,15.21750299
12.8,-2.719753236,-4.526245887,15.1965527
12.801,-2.756802513,-4.535702143,15.1576877
12.802,-2.766924592,-4.596022271,15.13278026
12.803,-2.797086216,-4.614603281,15.12064628
12.804,-2.818995658,-4.658914087,15.07140014
12.805,-2.839834981,-4.674147608,15.06251929
12.806,-2.844898792,-4.719940028,15.02717689
12.807,-2.860390159,-4.752075849,15.01620564
12.808,-2.900039183,-4.773499907,14.97547339
12.809,-2.90380576,-4.802449056,14.94529501
12.81,-2.932023668,-4.82274151,14.92325942
12.811,-2.945791434,-4.886849786,14.90996866
12.812,-2.963026011,-4.906339905,14.87453977
12.813,-2.957185,-4.954109003,14.83691136
12.814,-3.006452713,-4.9891647,14.82385225
12.815,-2.99053844,-5.010153616,14.79550057
12.816,-3.023443235,-5.044436872,14.76131126
12.817,-3.060347223,-5.088527828,14.75594503
12.818,-3.086162613,-5.121669023,14.71519118
12.819,-3.110061812,-5.139925801,14.71444625
12.82,-3.116174987,-5.188855634,14.67183255
12.821,-3.14625118,-5.224463905,14.64366417
12.822,-3.16443869,-5.257653039,14.63094411
12.823,-3.200214525,-5.287755822,14.63215252
12.824,-3.191941166,-5.35629454,14.59263906
12.825,-3.235726517,-5.382448241,14.57352376
12.826,-3.242783348,-5.402873785,14.55552848
12.827,-3.289659168,-5.464947014,14.52779407
12.828,-3.269994454,-5.502517919,14.4963365
12.829,-3.314118441,-5.541836808,14.47906638
12.83,-3.325030845,-5.572978678,14.48050664
12.831,-3.366523716,-5.605567374,14.43655428
12.832,-3.383510023,-5.656510918,14.43133853
12.833,-3.389744423,-5.662271495,14.39852888
12.834,-3.431584191,-5.743572946,14.36885079
12.835,-3.443561158,-5.772880946,14.35131905
12.836,-3.470180426,-5.811544,14.34484137
12.837,-3.490680134,-5.851502325,14.34195606
12.838,-3.51687145,-5.895828345,14.31552119
12.839,-3.566268489,-5.940793916,14.29966154
12.84,-3.559682082,-5.982158114,14.29695677
12.841,-3.588246722,-6.013750882,14.2807204
12.842,-3.605353371,-6.081345866,14.23336797
12.843,-3.633123123,-6.09789808,14.22907496
12.844,-3.672622448,-6.151117272,14.21139398
12.845,-3.692190299,-6.203445821,14.2057549
12.846,-3.715605333,-6.261419123,14.19203843
12.847,-3.736608071,-6.291826399,14.16953458
12.848,-3.775068302,-6.333334916,14.1614099
12.849,-3.782952348,-6.384240894,14.15620331
12.85,-3.809836086,-6.431210976,14.12331563
12.851,-3.856849123,-6.474220306,14.11021298
12.852,-3.874321946,-6.522696402,14.09658403
12.853,-3.897041355,-6.572951145,14.09491037
12.854,-3.931058415,-6.617018852,14.07193293
12.855,-3.941700947,-6.665408646,14.06639634
12.856,-3.973767173,-6.728446413,14.05365653
12.857,-4.003865856,-6.744261308,14.03699969
12.858,-4.036157454,-6.810668742,14.02800866
12.859,-4.079966417,-6.849783198,14.04199447
12.86,-4.071406299,-6.900667091,14.01236874
12.861,-4.11439411,-6.965719952,14.00334887
12.862,-4.154548009,-7.022648385,14.0126232
12.863,-4.171394356,-7.035152191,13.98943728
12.864,-4.216326173,-7.09622374,13.97410345
12.865,-4.243757582,-7.161037152,13.98630138
12.866,-4.285888666,-7.207045442,13.97382171
12.867,-4.297993525,-7.266840493,13.97720433
12.868,-4.300990423,-7.333770569,13.95587833
12.869,-4.359813082,-7.394328635,13.94921977
12.87,-4.380284769,-7.427389258,13.94494012
12.871,-4.396674377,-7.47454667,13.95190232
12.872,-4.454621823,-7.543693237,13.94394687
12.873,-4.461793747,-7.561874102,13.93952362
12.874,-4.5045284,-7.656719039,13.93850837
12.875,-4.54287458,-7.711901943,13.9359412
12.876,-4.59321073,-7.760987992,13.91556911
12.877,-4.594393484,-7.837564719,13.93212878
12.878,-4.626854576,-7.879477797,13.93592105
12.879,-4.663465775,-7.951142121,13.93321004
12.88,-4.690266398,-7.995349667,13.94141202
12.881,-4.723260821,-8.047266559,13.9382951
12.882,-4.770472049,-8.116441495,13.92751596
12.883,-4.811273614,-8.170523539,13.93656593
12.884,-4.835877289,-8.239569113,13.95100016
12.885,-4.867905399,-8.309670575,13.95229944
12.886,-4.899915888,-8.352385126,13.9261497
12.887,-4.929185404,-8.417845988,13.95050091
12.888,-4.973410536,-8.466778877,13.95030128
12.889,-5.012517684,-8.533259231,13.94595594
12.89,-5.029162573,-8.582901282,13.9573224
12.891,-5.084066561,-8.654462221,13.96632309
12.892,-5.106585777,-8.73245381,13.96110294
12.893,-5.150046138,-8.800935271,13.98713525
12.894,-5.182958904,-8.850461999,13.98583009
12.895,-5.225626855,-8.904359388,14.00328355
12.896,-5.268622479,-8.979780841,13.99996415
12.897,-5.276047958,-9.045382075,13.99969504
12.898,-5.333225822,-9.118099267,14.03816746
12.899,-5.37977208,-9.182079086,14.04696525
12.9,-5.394036125,-9.227648405,14.04355234
12.901,-5.467771762,-9.295821677,14.05852998
12.902,-5.504420158,-9.376563408,14.07985536
12.903,-5.521291724,-9.447463773,14.08623617
12.904,-5.584242294,-9.49298453,14.12408244
12.905,-5.601418485,-9.573753658,14.107688
12.906,-5.65761769,-9.621347298,14.13251453
12.907,-5.685340998,-9.703209017,14.12403662
12.908,-5.736132219,-9.781656963,14.17785708
12.909,-5.769424065,-9.846196523,14.1888071
12.91,-5.795674259,-9.910637843,14.21204384
12.911,-5.833825587,-9.978794333,14.25301144
12.912,-5.902535536,-10.08207775,14.25057477
12.913,-5.943867567,-10.12323561,14.2864051
12.914,-5.961306379,-10.19689436,14.29223528
12.915,-5.997760488,-10.28926602,14.31673832
12.916,-6.06687706,-10.34575432,14.35591403
12.917,-6.103275326,-10.43906146,14.37599465
12.918,-6.150771444,-10.49429949,14.38896598
12.919,-6.196728947,-10.56156568,14.43064655
12.92,-6.238467697,-10.61990926,14.46212028
12.921,-6.269006443,-10.70617212,14.48247537
12.922,-6.325115665,-10.77727109,14.49295134
12.923,-6.364641815,-10.88666556,14.55460705
12.924,-6.400877246,-10.9200345,14.55846425
12.925,-6.459422768,-10.99574871,14.59745661
12.926,-6.511828898,-11.07443187,14.63547489
12.927,-6.558506466,-11.16137437,14.65605071
12.928,-6.592672417,-11.24998985,14.71070895
12.929,-6.639433042,-11.32530727,14.74583845
12.93,-6.69934207,-11.39929251,14.76916056
12.931,-6.725102677,-11.46308593,14.81013972
12.932,-6.788529429,-11.55227256,14.85363217
12.933,-6.848290928,-11.62647243,14.8997879
12.934,-6.8942429,-11.7055206,14.92479865
12.935,-6.938475378,-11.79654866,14.97045615
12.936,-6.977602661,-11.8755323,15.02477076
12.937,-7.040507677,-11.93741921,15.07747287
12.938,-7.071266721,-12.02649064,15.09770681
12.939,-7.127655516,-12.10692837,15.14131609
12.94,-7.172712546,-12.17454538,15.17596439
12.941,-7.224910811,-12.25295732,15.22874223
12.942,-7.283886193,-12.34809907,15.28206158
12.943,-7.329904389,-12.40958955,15.322664
12.944,-7.374393549,-12.49168578,15.39451111
12.945,-7.416229445,-12.57654762,15.44275807
12.946,-7.489912529,-12.64983232,15.496328
12.947,-7.540324385,-12.73153184,15.53807547
12.948,-7.57897501,-12.82045803,15.6066852
12.949,-7.621844075,-12.8922072,15.6529787
12.95,-7.68773652,-12.98528823,15.72381337
12.951,-7.735612091,-13.0676241,15.78495545
12.952,-7.796452778,-13.14235046,15.83503331
12.953,-7.850546061,-13.23150627,15.888189
12.954,-7.910876679,-13.33968002,15.96244417
12.955,-7.959988795,-13.40098919,16.01000123
12.956,-8.020682412,-13.48180643,16.08468716
12.957,-8.07178619,-13.55587943,16.15042595
12.958,-8.114464614,-13.64165627,16.20237398
12.959,-8.207973082,-13.72124347,16.27171124
12.96,-8.226043362,-13.8076623,16.36095915
12.961,-8.300873085,-13.88967089,16.41834359
12.962,-8.33905011,-13.97305983,16.49546442
12.963,-8.394402794,-14.03023086,16.5729207
12.964,-8.450020497,-14.13338018,16.62443735
12.965,-8.526540861,-14.20540927,16.73683535
12.966,-8.573110133,-14.31353123,16.79234226
12.967,-8.625775216,-14.38195088,16.84777294
12.968,-8.701521646,-14.45538665,16.95901129
12.969,-8.737839459,-14.54587584,17.0354501
12.97,-8.815139355,-14.63210244,17.1109082
12.971,-8.869004557,-14.70790663,17.196763
12.972,-8.913901341,-14.79029292,17.30532622
12.973,-8.957010383,-14.87474954,17.38974521
12.974,-9.029247109,-14.9428503,17.45738828
12.975,-9.076740581,-15.02596517,17.57036649
12.976,-9.156641685,-15.09668522,17.63001864
12.977,-9.221481423,-15.18074489,17.73368089
12.978,-9.259859916,-15.26298928,17.8392302
12.979,-9.341592158,-15.36342308,17.93844139
12.98,-9.402891213,-15.41797031,18.02954184
12.981,-9.463579516,-15.50144663,18.11665627
12.982,-9.522441285,-15.57432975,18.20812193
12.983,-9.582908145,-15.66337517,18.29084226
12.984,-9.626531059,-15.72477956,18.39764339
12.985,-9.710634796,-15.805144,18.52252475
12.986,-9.749371574,-15.8679459,18.62098134
12.987,-9.812440453,-15.95318489,18.72550752
12.988,-9.886711858,-16.0390359,18.84429676
12.989,-9.959726066,-16.10343688,18.94204428
12.99,-10.00248208,-16.20350279,19.04466939
12.991,-10.07554207,-16.25007795,19.17261763
12.992,-10.12479542,-16.32306098,19.28525599
12.993,-10.18925167,-16.40741522,19.39568106
12.994,-10.2658701,-16.46669122,19.51970372
12.995,-10.31683508,-16.56615987,19.62277221
12.996,-10.37501741,-16.61205104,19.74978891
12.997,-10.43872363,-16.68631847,19.85189227
12.998,-10.50039085,-16.74723856,19.99239673
12.999,-10.57022411,-16.82271023,20.13706704
13,-10.62084225,-16.86909083,20.24520914
13.001,-10.70226888,-16.95258426,20.36817444
13.002,-10.73443597,-17.00567963,20.4996494
13.003,-10.82342488,-17.05237109,20.62127485
13.004,-10.88277931,-17.14777566,20.74837711
13.005,-10.93919289,-17.20562424,20.88421637
13.006,-10.9963219,-17.26386766,21.02691588
13.007,-11.07293733,-17.33005822,21.15955254
13.008,-11.1295641,-17.38674996,21.30339606
13.009,-11.18744318,-17.42951108,21.43575808
13.01,-11.24861918,-17.46999697,21.57934242
13.011,-11.3261214,-17.55157572,21.71390434
13.012,-11.38279135,-17.58655455,21.86292975
13.013,-11.43219855,-17.62939295,22.0097875
13.014,-11.49715544,-17.68862785,22.12888255
13.015,-11.56182208,-17.72710193,22.27651279
13.016,-11.63681036,-17.78732902,22.42869043
13.017,-11.68274165,-17.82287891,22.58596325
13.018,-11.75916651,-17.86867515,22.7194979
13.019,-11.80762863,-17.92014075,22.88584071
13.02,-11.85790089,-17.97941807,23.01421089
13.021,-11.91018441,-18.02049336,23.16934029
13.022,-11.98364714,-18.03047729,23.33026372
13.023,-12.06202847,-18.09219489,23.48163243
13.024,-12.11504323,-18.12160299,23.62820448
13.025,-12.17936193,-18.1602059,23.78425752
13.026,-12.23862219,-18.1883248,23.94661565
13.027,-12.29552208,-18.22429005,24.08920748
13.028,-12.36512716,-18.26281602,24.26012221
13.029,-12.4178186,-18.2559745,24.44256984
13.03,-12.46264584,-18.29439866,24.61508491
13.031,-12.51919596,-18.31182736,24.77679708
13.032,-12.57460826,-18.32863845,24.91740783
13.033,-12.6568929,-18.37152028,25.07822331
13.034,-12.7045304,-18.37924349,25.2592285
13.035,-12.7604176,-18.38336757,25.41478746
13.036,-12.80233511,-18.39455656,25.58140723
13.037,-12.88225096,-18.41137332,25.7589194
13.038,-12.9089743,-18.431776,25.91366344
13.039,-12.98010619,-18.43285209,26.09864756
13.04,-13.0226719,-18.46224421,26.2665056
13.041,-13.08565416,-18.43081905,26.43125698
13.042,-13.12736732,-18.46047046,26.60179617
13.043,-13.18724265,-18.45306541,26.7845407
13.044,-13.24774768,-18.4560518,26.94469935
13.045,-13.28634217,-18.42307403,27.13477278
13.046,-13.33423499,-18.41592209,27.29265531
13.047,-13.40320919,-18.41062272,27.47605302
13.048,-13.43185252,-18.40178215,27.64803576
13.049,-13.50365765,-18.36507495,27.82600977
13.05,-13.54880841,-18.37248014,27.98565556
13.051,-13.57625794,-18.3644618,28.16584721
13.052,-13.65768932,-18.33844324,28.36087909
13.053,-13.68787291,-18.30863929,28.5037895
13.054,-13.73358272,-18.28051856,28.67850813
13.055,-13.76962737,-18.2561712,28.86716034
13.056,-13.84372203,-18.22834897,29.01983148
13.057,-13.86342446,-18.19170256,29.23569007
13.058,-13.92366225,-18.15057749,29.40481484
13.059,-13.96109603,-18.1151765,29.55531635
13.06,-14.00729274,-18.0562223,29.7495924
13.061,-14.03330863,-18.03719073,29.90963499
13.062,-14.07975036,-17.99444576,30.08641719
13.063,-14.11795093,-17.92961525,30.24541681
13.064,-14.14024695,-17.88366044,30.41298516
13.065,-14.18740125,-17.82878926,30.62217172
13.066,-14.22446787,-17.77089723,30.75903327
13.067,-14.26280612,-17.70806677,30.92527205
13.068,-14.29765736,-17.64120035,31.10730064
13.069,-14.34127487,-17.59201841,31.24951417
13.07,-14.35222772,-17.5218335,31.4328255
13.071,-14.39819703,-17.46728302,31.60124926
13.072,-14.4127346,-17.37229738,31.76882402
13.073,-14.42036014,-17.30734399,31.93359069
13.074,-14.46228874,-17.2277414,32.12115778
13.075,-14.50736201,-17.17163843,32.27029913
13.076,-14.51941293,-17.08227079,32.45606237
13.077,-14.53687111,-17.00304174,32.59447711
13.078,-14.58059525,-16.91106866,32.7527338
13.079,-14.58098816,-16.83067139,32.9143216
13.08,-14.62023471,-16.72357895,33.06782381
13.081,-14.63976775,-16.65030181,33.21131685
13.082,-14.66473365,-16.55186309,33.39749757
13.083,-14.68962059,-16.46538395,33.52527295
13.084,-14.68218274,-16.33574522,33.69624614
13.085,-14.70593117,-16.24236554,33.84392037
13.086,-14.71462412,-16.13265996,33.98089268
13.087,-14.75038876,-16.06423371,34.13694924
13.088,-14.72689884,-15.94271887,34.29054743
13.089,-14.78114774,-15.82463624,34.41003168
13.09,-14.77328306,-15.70959965,34.56072894
13.091,-14.77506868,-15.58048407,34.69289889
13.092,-14.79155679,-15.491055,34.85159344
13.093,-14.77742777,-15.36837593,34.96527858
13.094,-14.79072098,-15.25783586,35.10619062
13.095,-14.81867001,-15.13718989,35.21886511
13.096,-14.80976861,-15.00674957,35.35509274
13.097,-14.80034752,-14.88460245,35.49116655
13.098,-14.81010715,-14.77004675,35.61765501
13.099,-14.80355904,-14.63450606,35.75911851
13.1,-14.79984622,-14.51774534,35.85866187
13.101,-14.7920188,-14.37208751,35.98360891
13.102,-14.79126517,-14.24043864,36.08375059
13.103,-14.7829281,-14.088606,36.22676103
13.104,-14.80270538,-13.96211275,36.31979346
13.105,-14.77352469,-13.8140404,36.40081889
13.106,-14.76437783,-13.69081483,36.52335679
13.107,-14.76338979,-13.54747116,36.63955592
13.108,-14.73874769,-13.41402132,36.73698512
13.109,-14.74209947,-13.24704093,36.83451663
13.11,-14.7120903,-13.11305175,36.91686494
13.111,-14.69731578,-12.98056107,37.01473774
13.112,-14.66870502,-12.81663207,37.10851913
13.113,-14.66386046,-12.66423407,37.18942929
13.114,-14.64747043,-12.53014232,37.27402725
13.115,-14.61178657,-12.38562364,37.33826103
13.116,-14.60138128,-12.22256212,37.44034601
13.117,-14.56246952,-12.07930232,37.54192029
13.118,-14.54351955,-11.93908147,37.58215747
13.119,-14.51742636,-11.77129581,37.66639055
13.12,-14.46808868,-11.62375371,37.74033895
13.121,-14.45392035,-11.48197592,37.80382998
13.122,-14.42452098,-11.32814919,37.861134
13.123,-14.39767333,-11.15856691,37.91995331
13.124,-14.35066475,-11.0184919,37.98106419
13.125,-14.30208961,-10.86655346,38.04282549
13.126,-14.28961387,-10.70182637,38.10539923
13.127,-14.24734327,-10.52910012,38.14224411
13.128,-14.22460038,-10.38212309,38.19467145
13.129,-14.18327959,-10.23003434,38.23485734
13.13,-14.12651334,-10.07419685,38.29508723
13.131,-14.10743259,-9.921071368,38.31845451
13.132,-14.06520143,-9.782404821,38.34436584
13.133,-13.99262716,-9.612389905,38.38475788
13.134,-13.99395002,-9.45093868,38.42718176
13.135,-13.90662815,-9.296031534,38.44045828
13.136,-13.87118119,-9.149568736,38.46681711
13.137,-13.83830306,-9.005290181,38.48553929
13.138,-13.79119044,-8.852772943,38.52553102
13.139,-13.70561751,-8.705867656,38.53742063
13.14,-13.67935241,-8.532102812,38.52935499
13.141,-13.60979947,-8.373767473,38.57786888
13.142,-13.56079632,-8.24173224,38.56961453
13.143,-13.53729457,-8.075428782,38.56560349
13.144,-13.46153252,-7.930964551,38.57465218
13.145,-13.4026481,-7.786148173,38.59149993
13.146,-13.35346078,-7.642923413,38.59677642
13.147,-13.27488677,-7.492467847,38.5812217
13.148,-13.25017432,-7.324135537,38.58974979
13.149,-13.18159836,-7.17625408,38.58247713
13.15,-13.11262141,-7.022913367,38.54102233
13.151,-13.06073787,-6.889582292,38.53542389
13.152,-12.99546413,-6.755935446,38.52495494
13.153,-12.93869874,-6.604359785,38.53737722
13.154,-12.86405869,-6.456626858,38.51015642
13.155,-12.81367969,-6.306338731,38.48846608
13.156,-12.72761323,-6.193473547,38.46474607
13.157,-12.66036671,-6.04200458,38.44712467
13.158,-12.61830202,-5.903351912,38.41266686
13.159,-12.52445858,-5.76648431,38.38596161
13.16,-12.46652337,-5.636101395,38.34789562
13.161,-12.40672073,-5.50947727,38.31528052
13.162,-12.34731222,-5.362582972,38.28343295
13.163,-12.25625119,-5.222864954,38.24567753
13.164,-12.18457395,-5.111737454,38.20407805
13.165,-12.11631616,-4.995856329,38.1664774
13.166,-12.04370605,-4.841794648,38.13286078
13.167,-11.98025952,-4.721990981,38.092005
13.168,-11.90822743,-4.594321754,38.02858906
13.169,-11.83878547,-4.487940973,37.97419853
13.17,-11.76165725,-4.358794705,37.92528091
13.171,-11.69484548,-4.230038071,37.89499213
13.172,-11.62673181,-4.106218765,37.84322784
13.173,-11.52516066,-3.997422594,37.77972605
13.174,-11.4458038,-3.871112616,37.72801062
13.175,-11.37237644,-3.754187671,37.66939371
13.176,-11.31524252,-3.659979714,37.6010475
13.177,-11.24403812,-3.552456824,37.55885416
13.178,-11.14830247,-3.417612088,37.48860318
13.179,-11.09578717,-3.339459913,37.40914268
13.18,-10.99149942,-3.210840171,37.37658811
13.181,-10.92164286,-3.118506338,37.29748913
13.182,-10.83908427,-3.005732695,37.23754588
13.183,-10.75316261,-2.903974299,37.1643304
13.184,-10.67324311,-2.778909161,37.11405406
13.185,-10.60391393,-2.691982433,37.01276849
13.186,-10.53713314,-2.60068851,36.95387821
13.187,-10.43913932,-2.487322821,36.86178266
13.188,-10.3761943,-2.416264858,36.82539647
13.189,-10.311279,-2.313158229,36.7447801
13.19,-10.2093665,-2.239946286,36.67688376
13.191,-10.12667429,-2.14843063,36.58536881
13.192,-10.03655832,-2.056854406,36.52526757
13.193,-9.949556739,-1.958055919,36.4187828
13.194,-9.878414073,-1.88969114,36.34885727
13.195,-9.808111189,-1.816639137,36.27234731
13.196,-9.737644262,-1.733253468,36.18473631
13.197,-9.645909348,-1.633603669,36.1193528
13.198,-9.584578482,-1.56407286,36.04404032
13.199,-9.50112386,-1.491386637,35.97565513
13.2,-9.394067269,-1.387269645,35.88178906
13.201,-9.338215353,-1.321839492,35.81352165
13.202,-9.25372979,-1.25757906,35.73270598
13.203,-9.173814196,-1.182007458,35.61708264
13.204,-9.092909396,-1.097678744,35.5437756
13.205,-9.004290364,-1.047906184,35.41654418
13.206,-8.942077631,-0.977849544,35.35968887
13.207,-8.849004623,-0.898483728,35.26961105
13.208,-8.769968239,-0.846372929,35.19322937
13.209,-8.701060828,-0.787019512,35.12072286
13.21,-8.609965089,-0.726881125,35.02239581
13.211,-8.53051903,-0.654148027,34.92972213
13.212,-8.445391029,-0.596925218,34.85804094
13.213,-8.37925893,-0.537350753,34.76931435
13.214,-8.305713078,-0.483762406,34.67404829
13.215,-8.215727263,-0.411198494,34.58412207
13.216,-8.140900531,-0.379277441,34.48466477
13.217,-8.049959346,-0.324568245,34.42021857
13.218,-8.005866496,-0.280909759,34.32214432
13.219,-7.89791048,-0.211718924,34.23367038
13.22,-7.802270926,-0.182900128,34.13480925
13.221,-7.758044507,-0.139975041,34.03149753
13.222,-7.680152977,-0.087662893,33.96040567
13.223,-7.60460035,-0.017939778,33.86569287
13.224,-7.51633142,-0.005559662,33.78811355
13.225,-7.452275972,0.048902596,33.66884007
13.226,-7.400218214,0.098009546,33.59813796
13.227,-7.311415164,0.141986142,33.50869651
13.228,-7.235096959,0.173980174,33.40253524
13.229,-7.161626775,0.206441785,33.30732677
13.23,-7.091477678,0.255577533,33.24657952
13.231,-7.012636183,0.271211008,33.13991781
13.232,-6.955556798,0.321907132,33.0539865
13.233,-6.868108117,0.357493841,32.9594649
13.234,-6.796357682,0.382345654,32.86645233
13.235,-6.743352716,0.426428518,32.79845984
13.236,-6.664201238,0.45385586,32.69847371
13.237,-6.569049605,0.471217278,32.59616131
13.238,-6.507320754,0.51685859,32.523695
13.239,-6.430135828,0.533459989,32.42180338
13.24,-6.358868269,0.5521254,32.31793601
13.241,-6.304373209,0.604625272,32.26823275
13.242,-6.226938548,0.622728678,32.17142131
13.243,-6.156195943,0.649197463,32.06120597
13.244,-6.090443761,0.667766271,31.96775116
13.245,-6.028092935,0.687051683,31.87983607
13.246,-5.964027831,0.706196922,31.81252911
13.247,-5.897291229,0.733365515,31.70839241
13.248,-5.820841159,0.763455791,31.6255804
13.249,-5.750509526,0.787619925,31.51491615
13.25,-5.69843733,0.766293019,31.45177365
13.251,-5.62092041,0.813995118,31.35849821
13.252,-5.574255766,0.835376119,31.25343654
13.253,-5.515877637,0.831805157,31.18104938
13.254,-5.452649094,0.853871989,31.09734109
13.255,-5.365799812,0.892430063,30.99203747
13.256,-5.311612145,0.866860783,30.92312136
13.257,-5.252045195,0.918732096,30.83414196
13.258,-5.183651002,0.913676561,30.73875536
13.259,-5.125109447,0.948047543,30.64530256
13.26,-5.067954872,0.937965645,30.57672742
13.261,-4.995735882,0.950257259,30.49316515
13.262,-4.952529932,0.976667871,30.40920246
13.263,-4.89634953,0.984485358,30.30708384
13.264,-4.846786201,0.999515297,30.2004681
13.265,-4.766997954,0.983347733,30.14285254
13.266,-4.722100757,1.006080216,30.06376732
13.267,-4.678252372,1.021702113,29.95859589
13.268,-4.603481403,1.03276901,29.87587621
13.269,-4.552972131,1.054960898,29.80215724
13.27,-4.493407474,1.033425508,29.70907504
13.271,-4.444633599,1.038438789,29.63703062
13.272,-4.380812968,1.075696905,29.5288577
13.273,-4.330403653,1.057240907,29.45480058
13.274,-4.27350651,1.074656813,29.37922008
13.275,-4.222204308,1.072317801,29.29762391
13.276,-4.170988292,1.077054682,29.20994994
